Race,Gender,Education,Education-Mother,Education-Father,Self-Subjective,2010SOC,2018SOC,2019ONetSOC,Self-Objective,familarity
5,2,9,9,7,2,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,6,6,6,1,43-3021,43-3021,43-3021.00,6,2
5,2,11,10,11,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
2,1,11,11,11,1,11-2020,11-2021,11-2021.00,4.25,5
5,2,10,10,7,6,41-2021,41-2021,41-2021.00,5.5,2
6,2,13,12,14,6,45-2021,45-2021,45-2021.00,4.291666666666667,2
5,2,11,10,9,5,39-9011,39-9011,39-9011.00,3.16,2
6,1,6,6,10,3,29-2041,29-2042,29-2042.00,3.583333333333333,2
5,1,12,10,11,7,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,1,10,8,8,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
5,2,10,9,5,4,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,6,6,6,3,41-2010,41-2011,41-2011.00,5.758620689655173,2
3,2,10,5,1,5,21-1093,21-1093,21-1093.00,4.05,2
5,1,12,12,12,1,11-3021,11-3021,11-3021.00,4.058823529411764,6
5,2,11,11,11,5,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,1,12,6,11,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
5,2,11,6,9,5,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,11,11,4,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,2,10,10,6,1,45-2090,45-2091,45-2091.00,5.235294117647059,2
5,2,6,6,6,4,39-9021,31-1122,31-1122.00,3.909090909090909,2
3,2,13,12,12,7,25-2030,25-2031,25-2031.00,3.0625,3
5,2,11,8,6,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
6,2,6,7,4,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,9,6,5,1,27-1010,27-1011,27-1011.00,3.625,3
5,1,14,12,14,5,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,1,6,9,5,2,13-1021,13-1021,13-1021.00,5.083333333333333,2
5,1,12,10,7,1,25-2030,25-2031,25-2031.00,3.0625,3
5,2,8,6,6,1,51-2090,51-2051,51-2051.00,4.8125,2
5,2,6,8,11,6,35-3022,35-3023,35-3023.00,5.464285714285714,2
5,2,6,,8,4,35-3031,35-3031,35-3031.00,5,2
5,1,12,12,12,1,15-1132,15-1252,15-1252.00,4.631578947368421,6
2,2,12,6,6,1,29-1071,29-1071,29-1071.00,4.333333333333333,3
5,1,10,5,,6,35-9021,35-9021,35-9021.00,5.461538461538462,2
5,1,11,6,4,2,15-1142,15-1244,15-1244.00,5.2,5
5,2,7,4,6,1,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,12,11,11,2,25-9011,25-4022,25-4022.00,4.366666666666666,3
6,2,6,5,6,4,39-9021,31-1122,31-1122.00,3.909090909090909,2
3,1,8,6,6,7,13-1011,13-1011,13-1011.00,4.571428571428571,3
5,1,6,7,,1,53-3030,53-3031,53-3031.00,5.5,2
6,1,11,9,7,7,43-4071,43-4071,43-4071.00,6,2
5,2,12,12,11,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,10,10,6,2,29-2021,29-1292,29-1292.00,4.388888888888889,2
5,1,11,6,6,1,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
6,2,4,5,5,5,31-9093,31-9093,31-9093.00,4.8125,2
5,2,12,6,7,2,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
3,1,10,10,11,4,43-1011,43-1011,43-1011.00,4.241379310344827,3
2,2,9,9,11,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,9,6,4,1,27-1010,27-1011,27-1011.00,3.625,3
5,2,11,6,6,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,9,5,11,1,29-2050,29-2051,29-2051.00,4.153846153846154,2
5,1,11,10,11,3,15-1150,15-1232,15-1232.00,4.5625,5
3,2,10,6,10,4,31-1010,31-1121,31-1121.00,3.8,2
3,1,11,10,12,4,51-9111,51-9111,51-9111.00,5.75,2
5,2,6,7,6,6,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,1,6,10,12,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
3,2,10,9,11,5,39-1021,39-1014,39-1014.00,3.789473684210526,2
5,2,10,10,12,3,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,10,6,4,1,39-9011,39-9011,39-9011.00,3.16,2
5,1,11,10,11,3,35-3031,35-3031,35-3031.00,5,2
5,1,11,3,8,6,31-2020,31-2021,31-2021.00,3.523809523809524,2
3,2,11,9,6,3,11-3121,11-3121,11-3121.00,4.230769230769231,3
3,2,8,11,11,6,31-9093,31-9093,31-9093.00,4.8125,2
6,2,11,4,4,2,39-9099,39-9099,39-9099.00,3.2355725677830947,2
3,2,6,8,8,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,10,10,10,5,31-9094,31-9094,31-9094.00,5.733333333333333,3
5,2,12,12,12,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
3,2,10,6,6,5,43-9081,43-9081,43-9081.00,5.636363636363637,2
5,2,11,10,6,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,11,11,14,1,53-7062,53-7062,53-7062.00,5.190476190476191,2
5,1,11,6,12,2,37-3010,37-3011,37-3011.00,4,2
5,1,11,8,10,1,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,1,11,11,11,1,33-1099,33-1099,33-1099.00,3.8724378881987573,2
5,1,11,11,11,7,11-3031,11-3031,11-3031.00,4.952380952380953,5
5,2,4,4,4,4,37-2012,37-2012,37-2012.00,4.84,2
5,2,10,6,10,4,43-4051,43-4051,43-4051.00,5.066666666666666,2
2,2,11,7,10,1,15-1150,15-1232,15-1232.00,4.5625,5
3,1,6,5,5,7,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,2,11,12,12,5,11-2020,11-2021,11-2021.00,4.25,5
2,2,6,4,6,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,12,12,12,7,47-1011,47-1011,47-1011.00,4.133333333333334,2
5,2,6,11,13,3,29-2041,29-2042,29-2042.00,3.583333333333333,2
3,2,10,11,11,4,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,9,9,9,3,27-2099,27-2099,27-2099.00,3.492280205809955,2.4615384615384617
5,2,10,5,5,7,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,1,12,6,7,4,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,11,7,4,1,19-4090,19-4042,19-4042.00,4.923076923076923,3
6,1,11,11,11,4,41-3099,41-3091,41-3091.00,5.2,3
5,1,9,9,9,1,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,2,11,1,1,7,47-2050,47-2051,47-2051.00,3.423076923076923,2
5,2,9,6,11,5,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,1,9,6,9,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,1,11,11,9,5,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
6,2,9,7,10,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,8,5,7,7,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,11,11,11,2,23-2011,23-2011,23-2011.00,4.25,3
5,2,6,6,6,3,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,7,6,11,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,4,1,6,3,37-2012,37-2012,37-2012.00,4.84,2
5,2,6,6,7,3,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,2,10,11,10,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,10,10,6,4,29-2050,29-2051,29-2051.00,4.153846153846154,2
5,1,7,8,9,1,39-3090,39-3091,39-3091.00,4.684210526315789,2
3,2,9,11,9,1,39-9011,39-9011,39-9011.00,3.16,2
6,2,10,12,13,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,2,11,11,11,5,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
3,1,6,6,6,6,41-4010,41-4011,41-4011.00,4.944444444444445,4
3,2,12,7,7,4,29-1171,29-1171,29-1171.00,4.111111111111111,3
5,2,12,11,13,2,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,10,6,6,4,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,2,9,6,4,6,43-2099,43-2099,43-2099.00,5.927631578947368,2
5,2,11,6,12,2,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,11,6,8,4,33-1099,33-1099,33-1099.00,3.8724378881987573,2
6,1,10,8,6,7,35-9021,35-9021,35-9021.00,5.461538461538462,2
5,2,7,6,6,2,39-9021,31-1122,31-1122.00,3.909090909090909,2
3,2,6,6,6,4,31-1010,31-1121,31-1121.00,3.8,2
5,1,6,7,,1,49-2094,49-2094,49-2094.00,4.6,3
5,2,10,6,6,7,25-4031,25-4031,25-4031.00,5.171428571428572,3
3,1,6,10,9,6,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,2,10,6,6,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,2,12,6,4,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,10,6,6,2,31-1010,31-1121,31-1121.00,3.8,2
3,2,6,6,,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
6,1,4,4,4,4,35-1012,35-1012,35-1012.00,4.615384615384615,2
3,2,10,13,,5,51-2090,51-2051,51-2051.00,4.8125,2
5,1,9,7,6,5,49-9071,49-9071,49-9071.00,4.233333333333333,2
5,2,10,6,6,1,43-2011,43-2011,43-2011.00,6.105263157894737,2
5,1,9,6,6,5,51-3099,51-3099,51-3099.00,5.175992961287078,2
5,1,12,6,6,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,11,10,9,1,29-2061,29-2061,29-2061.00,4.217391304347826,2
3,2,5,9,13,7,35-1012,35-1012,35-1012.00,4.615384615384615,2
2,2,11,2,,2,29-2021,29-1292,29-1292.00,4.388888888888889,2
5,1,10,11,11,7,13-2031,13-2031,13-2031.00,4.923076923076923,2
5,1,11,6,9,4,15-1150,15-1232,15-1232.00,4.5625,5
5,2,11,,,7,35-3031,35-3031,35-3031.00,5,2
5,1,8,10,13,7,53-7199,53-7199,53-7199.00,5.315789473684211,2
5,2,12,5,9,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
3,2,10,1,10,4,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,2,10,11,6,3,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,11,12,11,1,31-9092,31-9092,31-9092.00,4.95,2
5,2,10,11,7,1,19-4090,19-4042,19-4042.00,4.923076923076923,3
5,2,9,6,6,1,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,6,6,6,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,1,10,6,11,3,49-9043,49-9043,49-9043.00,5.166666666666667,2
3,1,10,11,10,7,25-2030,25-2031,25-2031.00,3.0625,3
5,1,11,4,4,4,41-9031,41-9031,41-9031.00,4.16,5
5,1,6,4,4,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,2,8,6,,4,11-9081,11-9081,11-9081.00,4.583333333333333,2
5,2,11,13,12,7,41-3099,41-3091,41-3091.00,5.2,3
5,1,6,7,6,3,43-5071,43-5071,43-5071.00,6,2
3,2,9,10,,7,39-9099,39-9099,39-9099.00,3.2355725677830947,2
3,2,11,9,4,5,43-6010,43-6011,43-6011.00,5.272727272727272,3
5,2,11,8,6,1,27-2040,27-2041,27-2041.00,4.1,2
5,1,12,11,12,1,41-3021,41-3021,41-3021.00,4.473684210526316,2
5,1,11,11,12,6,15-1122,15-1212,15-1212.00,4.833333333333333,5
3,2,10,6,9,5,53-3030,53-3031,53-3031.00,5.5,2
6,1,12,1,14,3,43-4051,43-4051,43-4051.00,5.066666666666666,2
5,2,11,6,11,2,43-6010,43-6011,43-6011.00,5.272727272727272,3
3,2,9,8,6,5,43-4071,43-4071,43-4071.00,6,2
5,2,10,4,4,4,21-1091,21-1091,21-1091.00,3.625,3
2,2,11,11,11,5,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,6,4,4,1,43-6010,43-6011,43-6011.00,5.272727272727272,3
6,2,4,6,6,1,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,11,11,5,1,41-9020,41-9021,41-9021.00,4.684210526315789,2
5,1,13,12,12,6,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
2,2,9,,4,3,35-9011,35-9011,35-9011.00,5.666666666666667,2
5,2,6,6,4,2,31-9093,31-9093,31-9093.00,4.8125,2
5,2,6,6,4,4,41-3099,41-3091,41-3091.00,5.2,3
3,2,6,6,6,1,39-5012,39-5012,39-5012.00,3.565217391304348,2
5,2,10,11,6,3,29-2061,29-2061,29-2061.00,4.217391304347826,2
5,2,10,6,7,1,31-9091,31-9091,31-9091.00,4.75,2
5,2,9,9,9,3,35-3031,35-3031,35-3031.00,5,2
5,2,11,6,7,3,31-9093,31-9093,31-9093.00,4.8125,2
5,2,8,6,6,5,35-1012,35-1012,35-1012.00,4.615384615384615,2
5,2,8,6,10,6,35-1011,35-1011,35-1011.00,4.380952380952381,2
6,1,8,9,10,4,47-3010,47-3011,47-3011.00,4.266666666666667,2
5,2,9,6,7,3,31-9093,31-9093,31-9093.00,4.8125,2
5,2,6,6,6,7,11-3071,11-3071,11-3071.00,4.633333333333334,2
3,2,12,6,6,1,29-2061,29-2061,29-2061.00,4.217391304347826,2
5,2,6,6,6,6,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,10,10,10,1,25-9041,25-9042,25-9042.00,3.9,2
5,2,11,12,11,6,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,2,12,11,14,1,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,1,12,11,11,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,6,6,4,2,43-6010,43-6011,43-6011.00,5.272727272727272,3
2,2,12,6,4,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,2,9,12,10,6,27-4099,27-4099,27-4099.00,4.799747447704719,2.5714285714285716
3,2,6,6,6,5,45-1011,45-1011,45-1011.00,4.566666666666666,2
5,2,11,6,10,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,6,6,6,4,41-3041,41-3041,41-3041.00,5.875,2
5,1,6,6,6,4,35-1011,35-1011,35-1011.00,4.380952380952381,2
3,1,11,11,11,1,29-1060,29-1211,29-1211.00,3.666666666666667,3
6,2,10,7,1,7,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,1,13,8,11,4,25-1199,25-1199,25-1199.00,3.6187894472677082,3
6,1,11,5,6,3,23-2090,27-3092,27-3092.00,5.642857142857143,2
5,2,7,7,5,5,41-9020,41-9021,41-9021.00,4.684210526315789,2
5,2,10,4,6,5,11-9081,11-9081,11-9081.00,4.583333333333333,2
5,2,11,4,4,4,11-3071,11-3071,11-3071.00,4.633333333333334,2
5,2,8,6,10,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,12,6,6,1,21-1091,21-1091,21-1091.00,3.625,3
5,1,12,6,6,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,11,11,8,1,15-1150,15-1232,15-1232.00,4.5625,5
5,1,9,6,11,4,53-3030,53-3031,53-3031.00,5.5,2
3,1,6,6,6,3,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,2,12,8,11,2,17-2051,17-2051,17-2051.00,4.411764705882353,3
5,2,4,5,8,6,11-9051,11-9051,11-9051.00,4.785714285714286,2
5,2,10,11,5,6,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,10,10,10,7,27-1010,27-1011,27-1011.00,3.625,3
5,2,10,5,5,6,15-1141,15-1242,15-1242.00,5.166666666666667,5
5,1,12,11,12,7,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,1,11,6,6,7,15-1111,15-1221,15-1221.00,3.866666666666667,7
5,2,10,6,6,5,53-3041,53-3053,53-3053.00,5.269230769230769,2
5,2,10,6,12,3,25-2010,25-2011,25-2011.00,2.823529411764706,2
6,2,6,10,7,7,15-1142,15-1244,15-1244.00,5.2,5
5,1,13,11,12,3,19-1040,19-1041,19-1041.00,4,4
6,1,11,6,6,6,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,2,12,12,10,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,9,12,11,4,31-1010,31-1121,31-1121.00,3.8,2
3,1,8,6,6,6,53-6061,53-6061,53-6061.00,5.357142857142857,2
5,1,13,12,12,7,13-2051,13-2051,13-2051.00,4.846153846153846,5
5,2,6,6,6,3,41-3099,41-3091,41-3091.00,5.2,3
5,2,6,6,6,3,35-3011,35-3011,35-3011.00,4.95,2
5,2,6,8,8,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
3,1,6,10,6,6,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,9,4,6,4,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,8,6,6,5,35-1012,35-1012,35-1012.00,4.615384615384615,2
5,1,12,12,13,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,5,12,8,1,41-4010,41-4011,41-4011.00,4.944444444444445,4
5,1,6,6,6,1,53-4010,53-4011,53-4011.00,5.333333333333333,2
5,2,6,6,6,4,35-3031,35-3031,35-3031.00,5,2
5,2,11,9,6,5,25-2030,25-2031,25-2031.00,3.0625,3
5,1,7,5,4,5,51-1011,51-1011,51-1011.00,4.7,3
5,1,12,6,6,1,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
3,2,10,5,5,4,41-4010,41-4011,41-4011.00,4.944444444444445,4
5,2,8,13,12,4,37-1011,37-1011,37-1011.00,4.769230769230769,2
2,1,10,11,11,4,47-2031,47-2031,47-2031.00,4,2
5,2,6,6,6,4,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,2,11,6,10,7,41-9020,41-9021,41-9021.00,4.684210526315789,2
6,2,6,1,1,7,49-9071,49-9071,49-9071.00,4.233333333333333,2
2,2,10,11,12,6,43-4181,43-4181,43-4181.00,5.428571428571429,2
5,1,11,10,14,4,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
5,1,9,6,5,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
3,1,12,11,11,6,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,11,4,4,1,25-9041,25-9042,25-9042.00,3.9,2
5,1,11,4,4,4,51-2031,51-2031,51-2031.00,4.833333333333333,2
5,2,6,6,6,5,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,10,6,6,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
6,2,6,12,11,7,37-3019,37-3019,37-3019.00,4.264102564102564,2
3,2,9,10,5,7,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,1,12,10,11,6,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,10,9,10,5,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,2,12,11,12,3,11-3121,11-3121,11-3121.00,4.230769230769231,3
5,1,12,12,12,7,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,1,10,,4,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,7,6,11,1,53-7062,53-7062,53-7062.00,5.190476190476191,2
5,2,10,8,11,7,39-5012,39-5012,39-5012.00,3.565217391304348,2
5,1,9,9,9,3,53-7051,53-7051,53-7051.00,5.636363636363637,2
5,2,6,6,6,3,23-2011,23-2011,23-2011.00,4.25,3
5,2,11,14,12,1,35-9099,35-9099,35-9099.00,5.239704739704739,2
3,1,8,5,6,4,47-4011,47-4011,47-4011.00,4.631578947368421,2
5,2,12,7,10,6,21-1020,21-1021,21-1021.00,2.956521739130435,2
5,1,9,9,9,3,51-4081,51-4081,51-4081.00,5.190476190476191,2
6,2,6,12,10,1,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,1,10,6,11,4,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
5,1,6,9,9,1,49-9099,49-9099,49-9099.00,4.364035337048803,2.0833333333333335
5,2,9,7,,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,11,10,13,3,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,2,11,8,12,3,15-1131,15-1251,15-1251.00,5,6
5,2,8,10,10,3,35-9099,35-9099,35-9099.00,5.239704739704739,2
5,2,13,,,2,35-9099,35-9099,35-9099.00,5.239704739704739,2
5,2,9,11,11,3,53-2031,53-2031,53-2031.00,4.72,2
6,2,6,7,7,5,11-3011,11-3012,11-3012.00,4.222222222222222,3
3,1,6,6,6,2,45-2090,45-2091,45-2091.00,5.235294117647059,2
6,2,11,11,3,3,23-1012,23-1012,23-1012.00,4.210526315789473,3
5,1,12,10,11,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,2,8,10,8,1,39-9011,39-9011,39-9011.00,3.16,2
3,2,14,13,14,7,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,11,10,10,2,21-1020,21-1021,21-1021.00,2.956521739130435,2
3,1,9,5,5,7,29-2090,29-2091,29-2091.00,3.2,2
5,2,13,12,11,3,29-1041,29-1041,29-1041.00,3.7,3
5,2,10,6,6,4,53-7199,53-7199,53-7199.00,5.315789473684211,2
5,1,11,11,13,5,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,11,10,14,2,29-1161,29-1161,29-1161.00,3.476190476190476,3
5,2,12,6,11,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,1,9,4,4,4,33-9030,33-9031,33-9031.00,5.125,2
5,2,11,6,6,2,31-9093,31-9093,31-9093.00,4.8125,2
3,1,10,10,9,6,13-2052,13-2052,13-2052.00,4.666666666666667,3
5,2,6,6,6,4,11-3061,11-3061,11-3061.00,5,3
5,2,8,12,11,1,39-9011,39-9011,39-9011.00,3.16,2
5,2,12,8,8,5,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,10,6,5,7,39-3010,39-3011,39-3011.00,5.476190476190476,2
3,1,10,9,11,3,43-4071,43-4071,43-4071.00,6,2
5,1,11,6,4,1,41-9020,41-9021,41-9021.00,4.684210526315789,2
3,1,8,6,4,6,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,12,6,8,2,21-1020,21-1021,21-1021.00,2.956521739130435,2
6,1,6,1,1,5,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,2,11,11,10,1,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,2,12,14,14,7,11-3121,11-3121,11-3121.00,4.230769230769231,3
3,2,12,6,6,6,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,11,11,11,4,43-4051,43-4051,43-4051.00,5.066666666666666,2
6,1,7,7,6,3,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,4,6,1,5,47-2181,47-2181,47-2181.00,3.25,2
3,2,6,6,6,6,31-9093,31-9093,31-9093.00,4.8125,2
5,2,6,6,6,1,23-2090,27-3092,27-3092.00,5.642857142857143,2
5,2,6,6,6,4,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,1,11,11,11,3,13-2053,13-2053,13-2053.00,5.571428571428571,3
5,2,12,10,10,3,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,2,11,9,8,2,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,11,6,6,6,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,6,6,6,3,31-1010,31-1121,31-1121.00,3.8,2
5,2,11,11,11,1,27-2020,27-2021,27-2021.00,2.222222222222222,2
5,2,11,11,10,1,29-2010,29-2011,29-2011.00,5.125,3
5,2,6,6,6,1,35-3022,35-3023,35-3023.00,5.464285714285714,2
5,2,11,6,4,3,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,2,6,6,6,5,31-9093,31-9093,31-9093.00,4.8125,2
5,2,12,6,7,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,11,9,9,4,41-3099,41-3091,41-3091.00,5.2,3
5,2,8,11,12,6,11-3061,11-3061,11-3061.00,5,3
3,2,8,10,9,6,53-1031,53-1043,53-1043.00,4.727272727272728,2
5,1,10,10,10,7,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,8,8,9,7,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,11,10,10,4,47-2050,47-2051,47-2051.00,3.423076923076923,2
5,2,7,7,7,1,45-4020,45-4021,45-4021.00,3.736842105263158,2
2,2,12,6,,6,27-4099,27-4099,27-4099.00,4.799747447704719,2.5714285714285716
5,2,9,,11,2,53-3020,53-3052,53-3052.00,5.333333333333333,2
5,2,14,11,11,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,13,8,6,6,25-2030,25-2031,25-2031.00,3.0625,3
5,2,11,12,9,1,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,2,6,5,6,1,31-9093,31-9093,31-9093.00,4.8125,2
5,2,11,11,11,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
3,2,2,13,13,3,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,12,11,11,1,13-2051,13-2051,13-2051.00,4.846153846153846,5
3,1,6,12,10,7,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,11,10,6,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,8,11,8,5,19-4061,19-4061,19-4061.00,4.913043478260869,4
5,2,6,10,,5,41-3099,41-3091,41-3091.00,5.2,3
5,2,9,6,6,1,53-3030,53-3031,53-3031.00,5.5,2
5,2,9,10,11,7,43-9022,43-9022,43-9022.00,6.1,2
5,1,6,6,5,7,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,2,8,6,6,2,43-4171,43-4171,43-4171.00,5.684210526315789,2
5,2,12,6,8,4,31-9093,31-9093,31-9093.00,4.8125,2
5,1,11,11,10,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,2,12,12,12,1,21-1020,21-1021,21-1021.00,2.956521739130435,2
5,2,11,11,11,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,6,7,6,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,8,7,,5,47-2121,47-2121,47-2121.00,4.111111111111111,2
5,1,9,11,6,1,49-1011,49-1011,49-1011.00,4.636363636363637,2
5,2,12,10,10,4,13-2051,13-2051,13-2051.00,4.846153846153846,5
2,2,9,6,9,5,25-2030,25-2031,25-2031.00,3.0625,3
6,2,8,9,12,7,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,6,9,6,1,51-2090,51-2051,51-2051.00,4.8125,2
5,2,11,6,11,1,43-9199,43-9199,43-9199.00,5.642857142857143,5
2,1,11,10,10,5,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,2,8,6,6,5,43-9021,43-9021,43-9021.00,5.888888888888889,2
5,1,12,14,14,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
3,1,8,6,6,5,47-2011,47-2011,47-2011.00,3.941176470588236,2
5,2,11,6,8,1,29-1129,29-1129,29-1129.00,3.529793774044987,2.3
5,2,8,7,8,4,35-3021,35-3023,35-3023.00,5.464285714285714,2
6,1,11,5,6,1,19-4090,19-4042,19-4042.00,4.923076923076923,3
5,2,12,11,11,2,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,11,6,6,5,19-4090,19-4042,19-4042.00,4.923076923076923,3
5,2,13,9,4,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
3,2,6,11,11,6,49-9098,49-9098,49-9098.00,4.5,2
5,1,10,13,13,7,13-1023,13-1023,13-1023.00,4.789473684210527,3
